title,journal,year
Challenges and Opportunities for Dance Pedagogy: Critical Social Issues,"GLOBAL PERSPECTIVES ON DANCE PEDAGOGY: RESEARCH AND PRACTICE, SPECIAL",2009
Functional Organization of the Rodent Parabrachial Nucleus,INTERNATIONAL SYMPOSIUM ON OLFACTION AND TASTE,2009
Lessons Unlearned - Planning Disaster and Community Anomie,ASIA PACIFIC JOURNAL OF SOCIAL WORK AND DEVELOPMENT,2008
"Unlearned Lessons From Letter From Birmingham Jail The Work Begun, the",BUSINESS & SOCIETY,2008
Action Research and Reflection on Student Approaches to Learning in,AUSTRALIAN EDUCATIONAL RESEARCHER,2008
A unified theory of all-or-none and incremental learning processes via a,AMERICAN JOURNAL OF PSYCHOLOGY,2008
Chronic corticosterone administration does not potentiate unconditioned,BEHAVIOURAL BRAIN RESEARCH,2008
The Effect of Temporary Amygdala Inactivation on Extinction and,JOURNAL OF NEUROSCIENCE,2008
Autophosphorylation of alpha CaMKII is differentially involved in new,LEARNING & MEMORY,2008
Individual differences in non-verbal number acuity correlate with maths,NATURE,2008
Universal Grammar? Or prerequisites for natural language?,BEHAVIORAL AND BRAIN SCIENCES,2008
"An open hypothesis: Is epilepsy learned, and can it be unlearned?",EPILEPSY & BEHAVIOR,2008
What Does It Take to Demonstrate Memory Erasure? Theoretical Comment on,BEHAVIORAL NEUROSCIENCE,2008
Gustatory hedonic value: Potential function for forebrain control of,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,2008
Organizational unlearning,HUMAN RELATIONS,2008
Consolidation patterns of human motor memory,JOURNAL OF NEUROSCIENCE,2008
Tripartite mechanism of extinction suggested by dopamine neuron activity,JOURNAL OF NEUROSCIENCE,2008
Why open-mindedness needs time to explore and exploit knowledge,TIME & SOCIETY,2008
After thought - Unlearn what you have learned,ECONTENT,2008
Biologically-inspired robot spatial cognition based on rat,AUTONOMOUS ROBOTS,2008
"U-shaped, iterative, and iterative-with-counter learning",MACHINE LEARNING,2008
Alarm calls and referentiality in Australian magpies: Between midbrain,BRAIN RESEARCH BULLETIN,2008
Context-dependent prey avoidance in chicks persists following complete,BRAIN RESEARCH BULLETIN,2008
Non-U-shaped vacillatory and team learning,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,2008
Unlearning to fly,WESTERN AMERICAN LITERATURE,2008
Risk communications: In search of a pandemic,ANNALS ACADEMY OF MEDICINE SINGAPORE,2008
'Unlearning to fly',GEORGIA REVIEW,2008
Balkan-Blues - Europe's unlearned lessons,INTERNATIONALE POLITIK,2008
When unlearning helps,INFORMATION AND COMPUTATION,2008
Managing change in an information systems development organization:,INFORMATION SYSTEMS JOURNAL,2008
Ablation of antennae does not disrupt magnetoreceptive behavioural,NEUROSCIENCE LETTERS,2008
Fearfulness in a large N/Nih genetically heterogeneous rat stock:,BEHAVIOURAL BRAIN RESEARCH,2008
Colour biases are more than a question of taste,ANIMAL BEHAVIOUR,2008
Changes in Heart Rate Variability during a tonic immobility test in,PHYSIOLOGY & BEHAVIOR,2008
The effect of temporary amygdala inactivation on extinction and,JOURNAL OF NEUROSCIENCE,2008
Transferring knowledge to acquisition joint ventures: An organizational,MANAGEMENT LEARNING,2008
The Influence of Organizational Learning Mode on Tacit Knowledge,2008 INTERNATIONAL CONFERENCE ON MANAGEMENT SCIENCE & ENGINEERING,2008
Learning non-homogenous textures and the unlearning problem with,2008 IEEE INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING: FROM NANO TO,2008
Manufacturability of large sheet metal part,"MECHANIKA 2008, PROCEEDINGS",2008
Boosting with Cross-Validation Based Feature Selection for Pedestrian,"2008 IEEE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, VOLS 1-8",2008
A Reliable Network Application Identification Based on Transition,GLOBECOM 2008 - 2008 IEEE GLOBAL TELECOMMUNICATIONS CONFERENCE,2008
Botulinum toxin injection to facilitate rehabilitation of muscle,DISABILITY AND REHABILITATION,2007
Anxiolytic-Like effects of kappa-opioid receptor antagonists in models,JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,2007
Unlearning the language of conquest: Scholars expose anti-Indianism in,PACIFIC HISTORICAL REVIEW,2007
Multibranded platform development: A corporate strategy with,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,2007
Results on memory-limited U-shaped learning,INFORMATION AND COMPUTATION,2007
Extinction is no unlearning: implications for cue-exposure addiction,EUROPEAN NEUROPSYCHOPHARMACOLOGY,2007
New product development in turbulent environments: Impact of,JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,2007
Unilateral reaction time task is delayed during contralateral movements,EXPERIMENTAL BRAIN RESEARCH,2007
'Unlearn' - Spool 28 (Gordon Grdina's Box Cutter),DOWN BEAT,2007
"Category 5: The story of Camille, lessons unlearned from America's most",JOURNAL OF SOUTHERN HISTORY,2007
Conditioned reinforcement in the crayfish Orconectes rusticus,BEHAVIOUR,2007
Learning with incomplete information and the mathematical structure,BIOLOGICAL CYBERNETICS,2007
Preparing the personal physician for practice (P-4): Redesigning family,JOURNAL OF THE AMERICAN BOARD OF FAMILY MEDICINE,2007
Reconciling reinforcement learning models with behavioral extinction and,PSYCHOLOGICAL REVIEW,2007
The unlearned lessons of the twentieth century: An essay on late,SOCIETY,2007
Visually-guided attention enhances target identification in a complex,JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY,2007
Therapeutic rewiring by means of desynchronizing brain stimulation,BIOSYSTEMS,2007
Effect of sleep on memory for task-irrelevant stimuli,SLEEP AND BIOLOGICAL RHYTHMS,2007
Genetic architecture of fear conditioning in chromosome substitution,MAMMALIAN GENOME,2007
Therapeutic modulation of synaptic connectivity with desynchronizing,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,2007
Inferior olivary inactivation abolishes conditioned eyeblinks:,BEHAVIOURAL BRAIN RESEARCH,2007
"Unlearning the lesson: Wedekind, Nietzsche, and educational reform at",JOURNAL OF THE MIDWEST MODERN LANGUAGE ASSOCIATION,2007
Critical management education in action: Personal tales of management,ACADEMY OF MANAGEMENT LEARNING & EDUCATION,2007
A developmental dissociation of context and GABA effects on extinguished,BEHAVIORAL NEUROSCIENCE,2007
The infinite gift - How children learn and unlearn the languages of the,SCIENCE,2007
ENMIM: Energetic Normalized Mutual Information Model for online multiple,"ADVANCED CONCEPTS FOR INTELLIGENT VISION SYSTEMS, PROCEEDINGS",2007
Sexual Differentiation of the Vocal Control System of Birds,GENETICS OF SEXUAL DIFFERENTIATION AND SEXUALLY DIMORPHIC BEHAVIORS,2007
Optimizing number of hidden neurons in neural networks,PROCEEDINGS OF THE IASTED INTERNATIONAL CONFERENCE ON ARTIFICIAL,2007
LEARNING AND UNLEARNING ON THE ROAD TO PEACE: ADULT EDUCATION AND,ADDRESSING ETHNIC CONFLICT THROUGH PEACE EDUCATION: INTERNATIONAL,2007
Can Organizations Really Unlearn?,RETHINKING KNOWLEDGE MANAGEMENT: FROM KNOWLEDGE OBJECTS TO KNOWLEDGE,2007
Adult age differences in the effects of goals on self-regulated sentence,PSYCHOLOGY AND AGING,2006
Possibilities of C 1s XPS and N(E) CKVV Auger spectroscopy for,APPLIED SURFACE SCIENCE,2006
A cerebellar control model of the mechanisms of gaze-throw adjustment,CHINESE JOURNAL OF ELECTRONICS,2006
Infinite gift: How children learn and unlearn the languages of the world,NATURE,2006
Unlearning the language of conquest: Scholars expose the anti-indianism,JOURNAL OF THE WEST,2006
"""Presumption"" and ""unlearning"": Reading Muriel Rukeyser's The 'Book of",TULSA STUDIES IN WOMENS LITERATURE,2006
Underused potentials for criminology: Applying the sociology of,CRIME LAW AND SOCIAL CHANGE,2006
Learning to understand inequality and diversity: Getting students past,TEACHING SOCIOLOGY,2006
The infinite gift: How children learn and unlearn the languages of the,LIBRARY JOURNAL,2006
"Translator's notes. ""Unlearn to daydream, learn to think, unlearn to",INFINI,2006
Interacting adaptive processes with different timescales underlie,PLOS BIOLOGY,2006
The biology and evolution of music: A comparative perspective,COGNITION,2006
Unlearning a stimulus-response association,PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,2006
Christian spirituality: Changes in the inner landscape,EXPOSITORY TIMES,2006
Adaptive food choice of bank voles in a novel environment: choices,ANNALES ZOOLOGICI FENNICI,2006
Commentary: Communication skills: How simulation training supplements,ACADEMIC MEDICINE,2006
Different mechanisms of fear extinction dependent on length of time,LEARNING & MEMORY,2006
Temporary inactivation of the medial and basolateral amygdala,BEHAVIOURAL BRAIN RESEARCH,2006
Learning process in new product development teams and effects on product,INDUSTRIAL MARKETING MANAGEMENT,2006
How bumblebees first find flowers: Habituation of visual pattern,LEARNING AND MOTIVATION,2006
The role of the amygdala and olfaction in unconditioned fear in,JOURNAL OF NEUROSCIENCE,2006
"Comparison of statistical and, shape-based approaches for non-rigid","ADVANCED CONCEPTS FOR INTELLIGENT VISION SYSTEMS, PROCEEDINGS",2006
Rotation and size independent face recognition by the spreading,"2006 IEEE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORK PROCEEDINGS,",2006
Intercolony variation in learning performance of a wild British,ENTOMOLOGIA GENERALIS,2006
Long-term anti-kindling effects of desynchronizing brain stimulation: a,BIOLOGICAL CYBERNETICS,2006
ACCIDENTS IN NUCLEAR-POWERED SUBMARINES AND THEIR EFFECTS ON,JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY,2006
Womanist lessons for reinventing teaching,JOURNAL OF TEACHER EDUCATION,2005
African American women's coping with health care prejudice,WESTERN JOURNAL OF NURSING RESEARCH,2005
"Huns with web-feet Operation Albion, 1917",WAR IN HISTORY,2005
Modulation of an activity response with associative and nonassociative,LEARNING & BEHAVIOR,2005
Unlearning,BRITISH MEDICAL JOURNAL,2005
Perceptual learning for speech: Is there a return to normal?,COGNITIVE PSYCHOLOGY,2005
Unlearned appetite controls: Watersnakes (Nerodia) take smaller meals,JOURNAL OF COMPARATIVE PSYCHOLOGY,2005
The partial access of universal grammar in second language acquisition:,JOURNAL OF EAST ASIAN LINGUISTICS,2005
Sociolinguistics and the language faculty,CANADIAN JOURNAL OF LINGUISTICS-REVUE CANADIENNE DE LINGUISTIQUE,2005
Colour biases are a question of taste,ANIMAL BEHAVIOUR,2005
Another look at retroactive and proactive interference: A quantitative,MEMORY,2005
Innovative Learning and Unlearning,TOWARDS SUSTAINABLE AND SCALABLE EDUCATIONAL INNOVATIONS INFORMED BY,2005
Restoring partly occluded patterns: a neural network model,NEURAL NETWORKS,2005
Learning of boundary patterns to recognize the gradually changed,Automatic Target Recogniton XV,2005
Investor Learning-and Unlearning,IRRATIONAL EXUBERANCE-SECOND EDITION,2005
Unlearning in health care,QUALITY & SAFETY IN HEALTH CARE,2004
Fools' paradise - Easter Island's unlearned lesson (Ecological and,TLS-THE TIMES LITERARY SUPPLEMENT,2004
Remembrance of things past? The dynamics of organizational forgetting,MANAGEMENT SCIENCE,2004
"A 'Konstboecxken' with a mock recipe by an unlearned, foolish physician",VOLKSKUNDE,2004
An fMRI study of brain activity during short-term storage of learned and,INTERNATIONAL JOURNAL OF PSYCHOLOGY,2004
Unlearned preference for red may facilitate recognition of palatable,EVOLUTIONARY ECOLOGY RESEARCH,2004
Extinction as new learning versus unlearning: Considerations from a,LEARNING & MEMORY,2004
Mind versus metabolism in the control of food intake and energy balance,PHYSIOLOGY & BEHAVIOR,2004
Neurophysiological correlates of word recognition in dyslexia,JOURNAL OF NEURAL TRANSMISSION,2004
Learning and unlearning the myths we are taught: Gender and social,SEX ROLES,2004
The functions of the orbitofrontal cortex,BRAIN AND COGNITION,2004
Lessons unlearned,PDA JOURNAL OF PHARMACEUTICAL SCIENCE AND TECHNOLOGY,2004
A robust method for distinguishing between learned and spurious,NEURAL NETWORKS,2004
Memory consolidation and forgetting during sleep: A neural network model,NEURAL PROCESSING LETTERS,2004
How do bumblebees first find flowers? Unlearned approach responses and,ANIMAL BEHAVIOUR,2004
'Unlearned and ill-qualified pokers into prophecy': Hester Lynch Piozzi,EIGHTEENTH-CENTURY LIFE,2004
Knowledge dynamics and organizational learning of the evolutionary and,ISMOT'04: PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON,2004
"Vanishing points, turning points, and points of no return: Geographies",ORBIS LITTERARUM,2004
A connectionist approach to learn association between sentences and,FROM ANIMALS TO ANIMATS 8,2004
Robust Gaussian and non-Gaussian matched subspace detection,IEEE TRANSACTIONS ON SIGNAL PROCESSING,2003
"Hindsight bias, outcome knowledge and adaptive learning",QUALITY & SAFETY IN HEALTH CARE,2003
A knowledge-resonance (KRES) model of category learning,PSYCHONOMIC BULLETIN & REVIEW,2003
High illumination levels potentiate the acoustic startle response in,BEHAVIORAL NEUROSCIENCE,2003
"(Unlearned) lessons from John Graunt and Kenneth Rothman: A ""CLASSic""",CLINICAL THERAPEUTICS,2003
"Extinction, renewal, and spontaneous recovery of a spatial preference in",BEHAVIORAL NEUROSCIENCE,2003
"Institutional endowment, localized capabilities and the emergence of",ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,2003
Lessons unlearned,NEW SCIENTIST,2003
Cerebral reorganisation of human hand movement following dynamic,NEUROREPORT,2003
Predator recognition and learned irrelevance in the crayfish Orconectes,ETHOLOGY,2003
Learned predator recognition and antipredator responses in fishes,FISH AND FISHERIES,2003
Gene networks inference using dynamic Bayesian networks,BIOINFORMATICS,2003
Assessing the potential for effective cross-cultural working between,JOURNAL OF WORLD BUSINESS,2003
"From knowledge-creation to the perfecting of action: Tao, Basho and pure",HUMAN RELATIONS,2003
A quantitative method for assessing of the affective component of the,BRAIN RESEARCH PROTOCOLS,2003
Metabolic mapping of mouse brain activity after extinction of a,JOURNAL OF NEUROSCIENCE,2003
Organizational learning: A socio-cognitive framework,HUMAN RELATIONS,2003
Spike-timing-dependent plasticity and relevant mutual information,NEURAL COMPUTATION,2003
Establishing and maintaining perceptual coherence: unimodal and,JOURNAL OF PHONETICS,2003
Paranormal phenomena in the medical literature sufficient smoke to,MEDICAL HYPOTHESES,2003
Learning or unlearning racism: Transferring teacher education curriculum,THEORY INTO PRACTICE,2003
Drop your tools! Resistance in learning and unlearning,GRUPPENDYNAMIK UND ORGANISATIONSBERATUNG,2003
The neurobiology of language and verbal memory: observations from awake,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,2003
The amygdalar circuit that acquires taste aversion memory differs from,EUROPEAN JOURNAL OF NEUROSCIENCE,2003
Control of consolidation in neural networks: avoiding runaway effects,CONNECTION SCIENCE,2003
Executives' orientations as indicators of crisis management policies and,JOURNAL OF MANAGEMENT STUDIES,2003
Neural Q-learning control architectures for a wall-following behavior,IROS 2003: PROCEEDINGS OF THE 2003 IEEE/RSJ INTERNATIONAL CONFERENCE ON,2003
"SVM incremental learning, adaptation and optimization",PROCEEDINGS OF THE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS,2003
Multicategory incremental proximal support vector classifiers,"KNOWLEDGE-BASED INTELLIGENT INFORMATION AND ENGINEERING SYSTEMS, PT 1,",2003
Determination of multi-component flow process parameters based on,MEASUREMENT SCIENCE AND TECHNOLOGY,2002
"Context, ambiguity, and unlearning: Sources of relapse after behavioral",BIOLOGICAL PSYCHIATRY,2002
"Learning and ""unlearning"" fears: Preparedness, neural pathways, and",BIOLOGICAL PSYCHIATRY,2002
Impact of learning on representation of parts and wholes in monkey,NATURE NEUROSCIENCE,2002
Spike-based synaptic plasticity and the emergence of direction selective,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,2002
Motor learning: Learning and relearning a force parameterization task,DEUTSCHE ZEITSCHRIFT FUR SPORTMEDIZIN,2002
Aiding violence or building peace? The role of international aid in,THIRD WORLD QUARTERLY,2002
Recognition of incomplete patterns by bumble bees,BEHAVIOURAL PROCESSES,2002
Antecedents and consequences of team stability on new product,JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,2002
Hate hurts: How children learn and unlearn prejudice,RELIGIOUS EDUCATION,2002
Cholinergic activation of the basolateral amygdala regulates unlearned,BEHAVIOURAL BRAIN RESEARCH,2002
A behavior-analytic developmental model is better,BEHAVIORAL AND BRAIN SCIENCES,2002
Extinction revisited: Similarities between extinction and reductions in,ANIMAL LEARNING & BEHAVIOR,2002
Social learning influences the preferences of domestic hens for novel,ANIMAL BEHAVIOUR,2002
Visuomotor rotations of varying size and direction compete for a single,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,2002
Neurobiology - Ready to unlearn,NATURE,2002
Does 'unlearning' ever really occur: Comment on Conklin & Tiffany,ADDICTION,2002
'Unlearning ice',ANTIGONISH REVIEW,2002
Effects of the putative antagonist NCS382 on the behavioral,PSYCHOPHARMACOLOGY,2002
"Learned fear, emotional reactivity and fear of heights: A factor",BRAIN RESEARCH BULLETIN,2002
Acquiring the ability of object localization by vision and audition,ELECTRONICS AND COMMUNICATIONS IN JAPAN PART II-ELECTRONICS,2002
The problem of conscience in V.E. Frankl's existential analysis and,FILOZOFIA,2002
On model selection and the disability of neural networks to decompose,PROCEEDING OF THE 2002 INTERNATIONAL JOINT CONFERENCE ON NEURAL,2002
Fruit or aposematic insect? Context-dependent colour preferences in,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2001
Unlearning lessons of Internet mania,FORTUNE,2001
The Internet is dead - Long live the Internet!,FORTUNE,2001
"""Unlearning"" automatic biases: The malleability of implicit prejudice",JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,2001
Behavioral and physiological studies of extinction: Extinction is not,INTEGRATIVE PHYSIOLOGICAL AND BEHAVIORAL SCIENCE,2001
"Extinction, unlearning, and synaptic depression",INTEGRATIVE PHYSIOLOGICAL AND BEHAVIORAL SCIENCE,2001
Using localizing learning to improve supervised learning algorithms,IEEE TRANSACTIONS ON NEURAL NETWORKS,2001
Direct process estimation from tomographic data using artificial neural,JOURNAL OF ELECTRONIC IMAGING,2001
Acquiring organizational learning norms - A contingency approach for,MANAGEMENT LEARNING,2001
Acquiring vocabulary through reading: Effects of frequency and,CANADIAN MODERN LANGUAGE REVIEW-REVUE CANADIENNE DES LANGUES VIVANTES,2001
On the study of embedding fuzzy concept into reinforcement learning,JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,2001
'Unlearning the Piano',POETRY,2001
Sex differences in discrimination of vocal communication signals in a,ANIMAL BEHAVIOUR,2001
Does previous protein feeding affect the response of sheep towards foods,PHYSIOLOGY & BEHAVIOR,2001
The brain decade in debate: III. Neurobiology of emotion,BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,2001
Environmental impacts of Brazil's Tucurui Dam: Unlearned lessons for,ENVIRONMENTAL MANAGEMENT,2001
"Mechthild of Magdeburg, gender, and the ""unlearned tongue"" (On the use",JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES,2001
Extinction and spontaneous recovery of ataxic tolerance to ethanol in,PSYCHOPHARMACOLOGY,2001
Communication service optimization by self-trained and distributed agent,KNOWLEDGE-BASED INTELLIGENT INFORMATION ENGINEERING SYSTEMS & ALLIED,2001
Unlearning in feed-forward multi-nets,ARTIFICIAL NEURAL NETS AND GENETIC ALGORITHMS,2001
Learning feed-forward multi-nets,ARTIFICIAL NEURAL NETS AND GENETIC ALGORITHMS,2001
Conceptual coordination bridges information processing and,BEHAVIORAL AND BRAIN SCIENCES,2000
Failure to unlearn the precedence effect,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2000
Design issues for drug epidemiology,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,2000
Retraining and long-term unemployment in a model of unlearning by not,EUROPEAN ECONOMIC REVIEW,2000
Long-term learning in dyslexic children,EUROPEAN JOURNAL OF COGNITIVE PSYCHOLOGY,2000
"Biphasic effects of 1,1,1-trichloroethane on the locomotor activity of",TOXICOLOGICAL SCIENCES,2000
Blind vision: Unlearning racism in teacher education,HARVARD EDUCATIONAL REVIEW,2000
"Researchers, reflexivity, and good data: Writing to unlearn",THEORY INTO PRACTICE,2000
Calcium-deprived rats sham-drink CaCl2 and NaCl,APPETITE,2000
Shock sensitization of startle: learned or unlearned fear?,BEHAVIOURAL BRAIN RESEARCH,2000
Unlearned lesson,CHEMICAL ENGINEER-LONDON,2000
"The predator odor, TMT, displays a unique, stress-like pattern of",BRAIN RESEARCH,2000
Ecological heuristics for learning,BEHAVIORAL AND BRAIN SCIENCES,2000
Short term learning and unlearning of context in visual search.,INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,2000
Effect of Knowledge Management Systems on the performance of knowledge,TECHNICAL MANAGEMENT: KEY TO ENTERPRISE SUCCESS IN THE 21ST CENTURY,2000
Fuzzy learning vector quantization neural network and its application,APPLICATIONS AND SCIENCE OF COMPUTATIONAL INTELLIGENCE III,2000
Neural networks with hierarchically structured information and its,SOFT COMPUTING IN INDUSTRIAL APPLICATIONS,2000
Neuro-based human-face recognition with 8-dimensional discrete Walsh,IJCNN 2000: PROCEEDINGS OF THE IEEE-INNS-ENNS INTERNATIONAL JOINT,2000
Designing organizations for competitive advantage: The power of,ORGANIZATIONAL DYNAMICS,1999
Another unlearned lesson,SPECTROSCOPY,1999
Social impacts of Brazil's Tucurui Dam,ENVIRONMENTAL MANAGEMENT,1999
Learning impairment produced in rats by the cannabinoid agonist HU 210,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,1999
The consolidation of learning during sleep: comparing the,NEURAL NETWORKS,1999
Unlearning the lessons of Kosovo,FOREIGN POLICY,1999
Unlearning violence,PUBLIC HEALTH REPORTS,1999
"Social ""facilitation"" as challenge and threat",JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,1999
"Learning to unlearn (Almada Negreiros' novel, 'Nome de Guerra')",COLOQUIO-LETRAS,1999
An unlearned principle for controlling natural movements,JOURNAL OF NEUROPHYSIOLOGY,1999
Unlearning test anxiety using capnometry and biofeedback: A new course,APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,1999
Motivational and self-regulated learning components of musical practice,BULLETIN OF THE COUNCIL FOR RESEARCH IN MUSIC EDUCATION,1999
Flixborough legacy unlearned,CHEMICAL ENGINEER-LONDON,1999
University students and city centres - the formation of exclusive,GEOFORUM,1999
Reactions of hand-reared and wild-caught predators toward warningly,BEHAVIORAL ECOLOGY,1999
Unlearning old lessons,FORBES,1999
Knowledge transfer through technological hyperlearning in five,TECHNOVATION,1999
Mechanism of stimulus classes formation in concurrent discriminations in,PSYCHOLOGICAL RECORD,1999
Defensive reactions are counteracted by midazolam and muscimol and,PSYCHOPHARMACOLOGY,1999
Anticipatory coping of pain expressed in the human anterior cingulate,NEUROSCIENCE LETTERS,1999
The representation of pleasant touch in the brain and its relationship,NEUROREPORT,1999
Enhanced visual latent inhibition in obsessive-compulsive disorder,BIOLOGICAL PSYCHIATRY,1999
Development of food preferences,ANNUAL REVIEW OF NUTRITION,1999
Unlearning to see the sacred,HEART OF LEARNING: SPIRITUALITY IN EDUCATION,1999
Development of fuzzy learning vector quantization neural network for,ARTIFICIAL NEURAL NETS AND GENETIC ALGORITHMS,1999
The functions of the orbitofrontal cortex,NEUROCASE,1999
The evolution of multimodal warning displays,EVOLUTIONARY ECOLOGY,1999
The unlearning curve,HOSPITALS & HEALTH NETWORKS,1999
Basolateral amygdala is not critical for cognitive memory of contextual,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF,1998
White religious educators and unlearning racism: Can we find a way?,RELIGIOUS EDUCATION,1998
A new model of interpersonal influence characteristics,JOURNAL OF SOCIAL BEHAVIOR AND PERSONALITY,1998
Unlearning cognitive dissonance: Toward an understanding of the,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,1998
Control of performance by short-term memory in honeybees,ANIMAL LEARNING & BEHAVIOR,1998
Neuronal regulation versus synaptic unlearning in memory maintenance,NETWORK-COMPUTATION IN NEURAL SYSTEMS,1998
Strategic learning: The continuous side of discontinuous strategic,ORGANIZATION SCIENCE,1998
The revision of inductive learning theory within incomplete and,EXPERT SYSTEMS WITH APPLICATIONS,1998
Spin glass states of the anti-Hopfield model,JOURNAL OF PHYSICS A-MATHEMATICAL AND GENERAL,1998
On the unlearning procedure yielding a high-performance associative,JOURNAL OF PHYSICS A-MATHEMATICAL AND GENERAL,1998
Unlearning John Major: The use of errorless learning in the,COGNITIVE NEUROPSYCHOLOGY,1998
Distinct regions of the periaqueductal gray are involved in the,JOURNAL OF NEUROSCIENCE,1998
Detection of suspected malignant patterns in three-dimensional magnetic,JOURNAL OF DIGITAL IMAGING,1998
An analytical framework for local feedforward networks,IEEE TRANSACTIONS ON NEURAL NETWORKS,1998
Partnering and knowledge transfer in the UK motor industry,TECHNOVATION,1998
Development of eating behaviors among children and adolescents,PEDIATRICS,1998
On the development of conscious and unconscious memory,DEVELOPMENTAL PSYCHOLOGY,1998
Recognition of facial images with low resolution using a Hopfield memory,PATTERN RECOGNITION,1998
"Hebbian learning, its correlation catastrophe, and unlearning (vol 8, pg",NETWORK-COMPUTATION IN NEURAL SYSTEMS,1998
The arrogance of victory: Unlearning the lessons of the war in Vietnam,"VIETNAM WAR: ITS HISTORY, LITERATURE AND MUSIC",1998
Effect of NMDA antagonists on development of rapid tolerance to various,ALCOHOL,1998
Self-efficacy and organizational change leadership,ADMINISTRATION IN SOCIAL WORK,1998
Preventing unlearning during on-line training of feedforward networks,JOINT CONFERENCE ON THE SCIENCE AND TECHNOLOGY OF INTELLIGENT SYSTEMS,1998
Competing through modern quality principles: a forward management,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,1998
Localization of androgen receptor mRNA-containing cells in avian,JOURNAL OF NEUROBIOLOGY,1997
Unlearning to learn,ACADEMY OF MANAGEMENT JOURNAL,1997
Dynamics of a recurrent network of spiking neurons before and following,NETWORK-COMPUTATION IN NEURAL SYSTEMS,1997
Effect of verbal cues on recognition memory and pleasantness evaluation,PERCEPTUAL AND MOTOR SKILLS,1997
"Hebbian learning, its correlation catastrophe, and unlearning",NETWORK-COMPUTATION IN NEURAL SYSTEMS,1997
Role of behavioral and pharmacological variables in the loss of,PSYCHOPHARMACOLOGY,1997
"Royalty unlearned, honor untaught: British savages and historiographical",COMPARATIVE DRAMA,1997
''One cannot escape technology by unlearning physics''. Plea for an,LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK,1997
Misconstruing constructivism and state regulation of teaching,THEORY AND RESEARCH IN SOCIAL EDUCATION,1997
Opportunities lost: Teachers learning about the New York state social,THEORY AND RESEARCH IN SOCIAL EDUCATION,1997
Conditioned and unconditioned forelimb reflex systems in the cat:,EXPERIMENTAL BRAIN RESEARCH,1997
Automated extraction of welds from digitized radiographic images based,APPLIED ARTIFICIAL INTELLIGENCE,1997
Emotions and unlearning in Amway recruiting techniques - Promoting,MANAGEMENT LEARNING,1997
Information and viewpoint dependence in face recognition,COGNITION,1997
"Teaching children to ""unlearn"" the sounds of English",TEACHING INDIGENOUS LANGUAGES,1997
The art of unlearning in the third age,OPEN QUESTIONS IN ANALYTICAL PSYCHOLOGY: PROCEEDINGS OF THE THIRTEENTH,1997
Effect of NMDA antagonists on rapid tolerance to benzodiazepines,BRAIN RESEARCH BULLETIN,1997
Social and organisational learning and unlearning in a different key -,"SYSTEMS FOR SUSTAINABILITY: PEOPLE, ORGANIZATIONS, AND ENVIRONMENTS",1997
The effect of archistriatal lesions on 'open field' and fear avoidance,BEHAVIOURAL BRAIN RESEARCH,1996
Trigeminal inputs to eyeblink motoneurons in the rabbit,EXPERIMENTAL NEUROLOGY,1996
Rats perform better on spatial than brightness delayed,PHYSIOLOGY & BEHAVIOR,1996
